type,start,duration,timeline,subject,session,task,run,filepath,frequency,offset,stop,text,sequence_id,sentence,language,sentence_char,text_char,context,modality
Sentence,21.518998999999997,1.8200020000000003,default,default,,,,,,,23.339000999999996,"Oh, oh, this is not necessary. ",,,,,,,
Word,21.519,0.16000000000000014,default,default,,,,,,,21.679,"Oh,",5.0,"Oh, oh, this is not necessary. ",english,0.0,106.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh,",
Word,22.039,0.16000000000000014,default,default,,,,,,,22.199,"oh,",5.0,"Oh, oh, this is not necessary. ",english,4.0,110.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh,",
Word,22.319,0.16000000000000014,default,default,,,,,,,22.479,this,5.0,"Oh, oh, this is not necessary. ",english,8.0,114.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh, this",
Word,22.539,0.05999999999999872,default,default,,,,,,,22.599,is,5.0,"Oh, oh, this is not necessary. ",english,13.0,119.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh, this is",
Word,22.679,0.16000000000000014,default,default,,,,,,,22.839,not,5.0,"Oh, oh, this is not necessary. ",english,16.0,122.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh, this is not",
Word,22.879,0.4599999999999973,default,default,,,,,,,23.339,necessary.,5.0,"Oh, oh, this is not necessary. ",english,20.0,126.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh, this is not necessary.",
Sentence,23.378999,0.9800020000000004,default,default,,,,,,,24.359001,There's a trail. ,,,,,,,
Word,23.379,0.17999999999999972,default,default,,,,,,,23.559,There's,6.0,There's a trail. ,english,0.0,137.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh, this is not necessary. There's",
Word,23.619,0.08000000000000185,default,default,,,,,,,23.699,a,6.0,There's a trail. ,english,8.0,145.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh, this is not necessary. There's a",
Word,23.959,0.40000000000000213,default,default,,,,,,,24.359,trail.,6.0,There's a trail. ,english,10.0,147.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh, this is not necessary. There's a trail.",
Sentence,24.418999,3.0810019999999994,default,default,,,,,,,27.500000999999997,"Heck of a wedding, huh?",,,,,,,
Word,24.419,2.440999999999999,default,default,,,,,,,26.86,Heck,7.0,"Heck of a wedding, huh?",english,0.0,154.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh, this is not necessary. There's a trail. Heck",
Word,26.88,0.060000000000002274,default,default,,,,,,,26.94,of,7.0,"Heck of a wedding, huh?",english,5.0,159.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh, this is not necessary. There's a trail. Heck of",
Word,26.98,0.03999999999999915,default,default,,,,,,,27.02,a,7.0,"Heck of a wedding, huh?",english,8.0,162.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh, this is not necessary. There's a trail. Heck of a",
Word,27.06,0.26000000000000156,default,default,,,,,,,27.32,"wedding,",7.0,"Heck of a wedding, huh?",english,10.0,164.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh, this is not necessary. There's a trail. Heck of a wedding,",
Word,27.34,0.16000000000000014,default,default,,,,,,,27.5,huh?,7.0,"Heck of a wedding, huh?",english,19.0,173.0,"Ooh, what's that?. First beer of the wedding. Is there enough for everyone?. Oh, right there. I got this. Oh, oh, this is not necessary. There's a trail. Heck of a wedding, huh?",
